GSI,ALIGN,ATTRACT,AVOID,COLLISION
0.929454451,"
",0.5,0.5,0.5
0.939131843,,0.5,0.5,0.5
0.949219408,,0.5,0.5,0.5
0.959377616,,0.5,0.5,0.5
0.9695597,,0.5,0.5,0.5
0.979270809,,0.5,0.5,0.5
0.988940949,,0.5,0.5,0.5
0.99857788,,0.5,0.5,0.5
0.991695439,,0.5,0.5,0.5
0.981991125,,0.5,0.5,0.5
0.972305136,,0.5,0.5,0.5
0.962640067,,0.5,0.5,0.5
0.9528196,,0.5,0.5,0.5
0.942927056,,0.5,0.5,0.5
0.932992881,,0.5,0.5,0.5
0.923048691,,0.5,0.5,0.5
0.913047571,,0.5,0.5,0.5
0.902979297,,0.5,0.5,0.5
0.892837059,,0.5,0.5,0.5
0.882415417,,0.5,0.5,0.5
0.871908291,,0.5,0.5,0.5
0.861789314,,0.5,0.5,0.5
0.851315248,,0.5,0.5,0.5
0.840748349,,0.5,0.5,0.5
0.830097453,,0.5,0.5,0.5
0.81937181,,0.5,0.5,0.5
0.808580977,,0.5,0.5,0.5
0.797755028,,0.5,0.5,0.5
0.786903268,,0.5,0.5,0.5
0.776016048,,0.5,0.5,0.5
0.765103402,,0.5,0.5,0.5
0.754612252,,0.5,0.5,0.5
0.744134707,,0.5,0.5,0.5
0.733683557,,0.5,0.5,0.5
0.723275543,,0.5,0.5,0.5
0.712930177,,0.5,0.5,0.5
0.702667521,,0.5,0.5,0.5
0.691898305,,0.5,0.5,0.5
0.681892003,,0.5,0.5,0.5
0.671900806,,0.5,0.5,0.5
0.661972346,,0.5,0.5,0.5
0.652104309,,0.5,0.5,0.5
0.642292985,,0.5,0.5,0.5
0.632534446,,0.5,0.5,0.5
0.622418276,,0.5,0.5,0.5
0.612792467,,0.5,0.5,0.5
0.602482892,,0.5,0.5,0.5
0.592101312,,0.5,0.5,0.5
0.581739291,,0.5,0.5,0.5
0.571405223,,0.5,0.5,0.5
0.561108223,,0.5,0.5,0.5
0.550982338,,0.5,0.5,0.5
0.541057479,,0.5,0.5,0.5
0.531209786,,0.5,0.5,0.5
0.521430156,,0.5,0.5,0.5
0.512220142,,0.5,0.5,0.5
0.502847636,,0.5,0.5,0.5
0.493518171,,0.5,0.5,0.5
0.484257614,,0.5,0.5,0.5
0.475082971,,0.5,0.5,0.5
0.46600725,,0.5,0.5,0.5
0.457041834,,0.5,0.5,0.5
0.448198526,,0.5,0.5,0.5
0.43948865,,0.5,0.5,0.5
0.430923496,,0.5,0.5,0.5
0.422515294,,0.5,0.5,0.5
0.414292931,,0.5,0.5,0.5
0.406245179,,0.5,0.5,0.5
0.398349572,,0.5,0.5,0.5
0.390617788,,0.5,0.5,0.5
0.383038548,,0.5,0.5,0.5
0.374402935,,0.5,0.5,0.5
0.365781371,,0.5,0.5,0.5
0.357273592,,0.5,0.5,0.5
0.348827597,,0.5,0.5,0.5
0.340445105,,0.5,0.5,0.5
0.332129043,,0.5,0.5,0.5
0.323857492,,0.5,0.5,0.5
0.315624255,,0.5,0.5,0.5
0.307434283,,0.5,0.5,0.5
0.299300714,,0.5,0.5,0.5
0.291516327,,0.5,0.5,0.5
0.283806028,,0.5,0.5,0.5
0.276163284,,0.5,0.5,0.5
0.268592554,,0.5,0.5,0.5
0.261072687,,0.5,0.5,0.5
0.25358589,,0.5,0.5,0.5
0.246132838,,0.5,0.5,0.5
0.238709333,,0.5,0.5,0.5
0.231354067,,0.5,0.5,0.5
0.224110975,,0.5,0.5,0.5
0.216990685,,0.5,0.5,0.5
0.209971741,,0.5,0.5,0.5
0.20302904,,0.5,0.5,0.5
0.196132796,,0.5,0.5,0.5
0.189392543,,0.5,0.5,0.5
0.182978822,,0.5,0.5,0.5
0.176819919,,0.5,0.5,0.5
0.171270247,,0.5,0.5,0.5
0.165496642,,0.5,0.5,0.5
0.159626883,,0.5,0.5,0.5
0.154297939,,0.5,0.5,0.5
0.149045532,,0.5,0.5,0.5
0.143964822,,0.5,0.5,0.5
0.139333938,,0.5,0.5,0.5
0.134907787,,0.5,0.5,0.5
0.13030142,,0.5,0.5,0.5
0.125787558,,0.5,0.5,0.5
0.120721656,,0.5,0.5,0.5
0.115552219,,0.5,0.5,0.5
0.110634861,,0.5,0.5,0.5
0.105548725,,0.5,0.5,0.5
0.100399127,,0.5,0.5,0.5
0.095225651,,0.5,0.5,0.5
0.090104447,,0.5,0.5,0.5
0.085032086,,0.5,0.5,0.5
0.080095945,,0.5,0.5,0.5
0.076304994,,0.5,0.5,0.5
0.071633079,,0.5,0.5,0.5
0.067211787,,0.5,0.5,0.5
0.063318739,,0.5,0.5,0.5
0.060958189,,0.5,0.5,0.5
0.059072995,,0.5,0.5,0.5
0.057619622,,0.5,0.5,0.5
0.0567601,,0.5,0.5,0.5
0.055731757,,0.5,0.5,0.5
0.055738749,,0.5,0.5,0.5
0.056299381,,0.5,0.5,0.5
0.056675443,,0.5,0.5,0.5
0.057387583,,0.5,0.5,0.5
0.058829903,,0.5,0.5,0.5
0.061577708,,0.5,0.5,0.5
0.064667474,,0.5,0.5,0.5
0.068560388,,0.5,0.5,0.5
0.073531127,,0.5,0.5,0.5
0.079235127,,0.5,0.5,0.5
0.089222644,,0.5,0.5,0.5
0.099254821,,0.5,0.5,0.5
0.104711014,,0.5,0.5,0.5
0.1107423,,0.5,0.5,0.5
0.117357791,,0.5,0.5,0.5
0.126234672,,0.5,0.5,0.5
0.137419146,,0.5,0.5,0.5
0.148624662,,0.5,0.5,0.5
0.161776056,,0.5,0.5,0.5
0.176349755,,0.5,0.5,0.5
0.188775297,,0.5,0.5,0.5
0.204681609,,0.5,0.5,0.5
0.217146347,,0.5,0.5,0.5
0.228059253,,0.5,0.5,0.5
0.245047253,,0.5,0.5,0.5
0.264029726,,0.5,0.5,0.5
0.282510378,,0.5,0.5,0.5
0.300055811,,0.5,0.5,0.5
0.313396395,,0.5,0.5,0.5
0.330118818,,0.5,0.5,0.5
0.347193468,,0.5,0.5,0.5
0.364544993,,0.5,0.5,0.5
0.386152291,,0.5,0.5,0.5
0.405914474,,0.5,0.5,0.5
0.427424054,,0.5,0.5,0.5
0.444061633,,0.5,0.5,0.5
0.460706343,,0.5,0.5,0.5
0.481438495,,0.5,0.5,0.5
0.501005988,,0.5,0.5,0.5
0.522464596,,0.5,0.5,0.5
0.543193533,,0.5,0.5,0.5
0.567121298,,0.5,0.5,0.5
0.591443231,,0.5,0.5,0.5
0.611766502,,0.5,0.5,0.5
0.631445344,,0.5,0.5,0.5
0.651270565,,0.5,0.5,0.5
0.663412416,,0.5,0.5,0.5
0.684549751,,0.5,0.5,0.5
0.706418529,,0.5,0.5,0.5
0.733469726,,0.5,0.5,0.5
0.76367236,,0.5,0.5,0.5
0.790778687,,0.5,0.5,0.5
0.813216731,,0.5,0.5,0.5
0.83324332,,0.5,0.5,0.5
0.858533049,,0.5,0.5,0.5
0.880256783,,0.5,0.5,0.5
0.901592369,,0.5,0.5,0.5
0.925792016,,0.5,0.5,0.5
0.94667658,,0.5,0.5,0.5
0.967669942,,0.5,0.5,0.5
0.986619252,,0.5,0.5,0.5
0.996598361,,0.5,0.5,0.5
0.981218459,,0.5,0.5,0.5
0.97062985,,0.5,0.5,0.5
0.959829627,,0.5,0.5,0.5
0.94778951,,0.5,0.5,0.5
0.930401319,,0.5,0.5,0.5
0.913795399,,0.5,0.5,0.5
0.89837683,,0.5,0.5,0.5
0.883879665,,0.5,0.5,0.5
0.869714367,,0.5,0.5,0.5
0.860397659,,0.5,0.5,0.5
0.848055757,,0.5,0.5,0.5
0.833505823,,0.5,0.5,0.5
0.818404102,,0.5,0.5,0.5
0.806899685,,0.5,0.5,0.5
0.795862,,0.5,0.5,0.5
0.785847509,,0.5,0.5,0.5
0.7751899,,0.5,0.5,0.5
0.765617603,,0.5,0.5,0.5
0.756339437,,0.5,0.5,0.5
0.752085262,,0.5,0.5,0.5
0.748228276,,0.5,0.5,0.5
0.744160756,,0.5,0.5,0.5
0.740122157,,0.5,0.5,0.5
0.731656656,,0.5,0.5,0.5
0.723026375,,0.5,0.5,0.5
0.714326305,,0.5,0.5,0.5
0.706045306,,0.5,0.5,0.5
0.698851837,,0.5,0.5,0.5
0.693832105,,0.5,0.5,0.5
0.690686583,,0.5,0.5,0.5
0.68861107,,0.5,0.5,0.5
0.687802445,,0.5,0.5,0.5
0.687376187,,0.5,0.5,0.5
0.687302095,,0.5,0.5,0.5
0.687625983,,0.5,0.5,0.5
0.688229294,,0.5,0.5,0.5
0.688743821,,0.5,0.5,0.5
0.689509015,,0.5,0.5,0.5
0.690656352,,0.5,0.5,0.5
0.691959436,,0.5,0.5,0.5
0.693678819,,0.5,0.5,0.5
0.696164203,,0.5,0.5,0.5
0.698977993,,0.5,0.5,0.5
0.699558887,,0.5,0.5,0.5
0.700015506,,0.5,0.5,0.5
0.700720922,,0.5,0.5,0.5
0.702220475,,0.5,0.5,0.5
0.7028393,,0.5,0.5,0.5
0.707752953,,0.5,0.5,0.5
0.712344509,,0.5,0.5,0.5
0.716788466,,0.5,0.5,0.5
0.721652553,,0.5,0.5,0.5
0.726450857,,0.5,0.5,0.5
0.73100945,,0.5,0.5,0.5
0.735740891,,0.5,0.5,0.5
0.740495822,,0.5,0.5,0.5
0.744997547,,0.5,0.5,0.5
0.749595698,,0.5,0.5,0.5
0.754211566,,0.5,0.5,0.5
0.759064325,,0.5,0.5,0.5
0.764302495,,0.5,0.5,0.5
0.770632436,,0.5,0.5,0.5
0.77720746,,0.5,0.5,0.5
0.784418764,,0.5,0.5,0.5
0.79201142,,0.5,0.5,0.5
0.800053224,,0.5,0.5,0.5
0.808685983,,0.5,0.5,0.5
0.81775823,,0.5,0.5,0.5
0.826968808,,0.5,0.5,0.5
0.836078722,,0.5,0.5,0.5
0.845281587,,0.5,0.5,0.5
0.854591267,,0.5,0.5,0.5
0.864075849,,0.5,0.5,0.5
0.87324699,,0.5,0.5,0.5
0.878578962,,0.5,0.5,0.5
0.883889614,,0.5,0.5,0.5
0.892956182,,0.5,0.5,0.5
0.900565744,,0.5,0.5,0.5
0.908752333,,0.5,0.5,0.5
0.91770228,,0.5,0.5,0.5
0.926552533,,0.5,0.5,0.5
0.935278016,,0.5,0.5,0.5
0.943896936,,0.5,0.5,0.5
0.952330192,,0.5,0.5,0.5
0.960585944,,0.5,0.5,0.5
0.968667365,,0.5,0.5,0.5
0.976716344,,0.5,0.5,0.5
0.984793385,,0.5,0.5,0.5
0.992666138,,0.5,0.5,0.5
0.998454023,,0.5,0.5,0.5
0.989759056,,0.5,0.5,0.5
0.980819614,,0.5,0.5,0.5
0.971621861,,0.5,0.5,0.5
0.962240313,,0.5,0.5,0.5
0.952824772,,0.5,0.5,0.5
0.943527536,,0.5,0.5,0.5
0.934839902,,0.5,0.5,0.5
0.92647421,,0.5,0.5,0.5
0.917992009,,0.5,0.5,0.5
0.909535832,,0.5,0.5,0.5
0.901289675,,0.5,0.5,0.5
0.893750653,,0.5,0.5,0.5
0.886402143,,0.5,0.5,0.5
0.879348688,,0.5,0.5,0.5
0.872554437,,0.5,0.5,0.5
0.865872605,,0.5,0.5,0.5
0.858660885,,0.5,0.5,0.5
0.851983792,,0.5,0.5,0.5
0.845200109,,0.5,0.5,0.5
0.838275442,,0.5,0.5,0.5
0.831415431,,0.5,0.5,0.5
0.824763513,,0.5,0.5,0.5
0.81821876,,0.5,0.5,0.5
0.811706196,,0.5,0.5,0.5
0.805324005,,0.5,0.5,0.5
0.798189896,,0.5,0.5,0.5
0.791073751,,0.5,0.5,0.5
0.784010717,,0.5,0.5,0.5
0.77741027,,0.5,0.5,0.5
0.770359585,,0.5,0.5,0.5
0.762793889,,0.5,0.5,0.5
0.755562351,,0.5,0.5,0.5
0.749153255,,0.5,0.5,0.5
0.742735545,,0.5,0.5,0.5
0.736303348,,0.5,0.5,0.5
0.729870477,,0.5,0.5,0.5
0.723192381,,0.5,0.5,0.5
0.716543042,,0.5,0.5,0.5
0.709903755,,0.5,0.5,0.5
0.704106757,,0.5,0.5,0.5
0.698983971,,0.5,0.5,0.5
0.692349908,,0.5,0.5,0.5
0.685567766,,0.5,0.5,0.5
0.678716767,,0.5,0.5,0.5
0.671918707,,0.5,0.5,0.5
0.665287261,,0.5,0.5,0.5
0.658925393,,0.5,0.5,0.5
0.652709459,,0.5,0.5,0.5
0.646351753,,0.5,0.5,0.5
0.640624716,,0.5,0.5,0.5
0.635090367,,0.5,0.5,0.5
0.629759914,,0.5,0.5,0.5
0.624656445,,0.5,0.5,0.5
0.620333328,,0.5,0.5,0.5
0.618682508,,0.5,0.5,0.5
0.617379736,,0.5,0.5,0.5
0.612238718,,0.5,0.5,0.5
0.607730442,,0.5,0.5,0.5
0.603318994,,0.5,0.5,0.5
0.59900867,,0.5,0.5,0.5
0.594828126,,0.5,0.5,0.5
0.59017757,,0.5,0.5,0.5
0.585854294,,0.5,0.5,0.5
0.582984602,,0.5,0.5,0.5
0.58047784,,0.5,0.5,0.5
0.579359888,,0.5,0.5,0.5
0.578351903,,0.5,0.5,0.5
0.577181903,,0.5,0.5,0.5
0.575075383,,0.5,0.5,0.5
0.572841041,,0.5,0.5,0.5
0.570540139,,0.5,0.5,0.5
0.568255546,,0.5,0.5,0.5
0.566340031,,0.5,0.5,0.5
0.564571332,,0.5,0.5,0.5
0.56290699,,0.5,0.5,0.5
0.56155604,,0.5,0.5,0.5
0.562364334,,0.5,0.5,0.5
0.563842607,,0.5,0.5,0.5
0.56608183,,0.5,0.5,0.5
0.573543484,,0.5,0.5,0.5
0.58063431,,0.5,0.5,0.5
0.587347498,,0.5,0.5,0.5
0.590396274,,0.5,0.5,0.5
0.592453447,,0.5,0.5,0.5
0.593504902,,0.5,0.5,0.5
0.593415529,,0.5,0.5,0.5
0.593627666,,0.5,0.5,0.5
0.593708755,,0.5,0.5,0.5
0.594446994,,0.5,0.5,0.5
0.595297713,,0.5,0.5,0.5
0.596429289,,0.5,0.5,0.5
